id,product_id,variant_id,reason,product_name,url_length,image_url_preview
179,,,orphan_no_product_no_variant,,125,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268096/img/Laptop/Apple/macbook-pro-16-inch-m4-pro-2024-24gb-512g
180,,,orphan_no_product_no_variant,,113,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268096/img/Laptop/Apple/macbook-pro-16-m4-max-48gb-1tb.png
181,,,orphan_no_product_no_variant,,115,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268096/img/Laptop/Apple/macbook-pro-16-m4-pro-24gb-512gb.png
182,,,orphan_no_product_no_variant,,115,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268096/img/Laptop/Apple/macbook-pro-16-m4-pro-48gb-512gb.png
183,,,orphan_no_product_no_variant,,118,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268096/img/Laptop/Asus/asus-gaming-vivobook-k3605vc-rp431w.webp
184,,,orphan_no_product_no_variant,,118,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268097/img/Laptop/Asus/asus-vivobook-15-oled-a1505va-l1491w.png
185,,,orphan_no_product_no_variant,,122,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268097/img/Laptop/Asus/asus-vivobook-s-14-flip-tp3402va-lz632w.we
186,,,orphan_no_product_no_variant,,119,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268097/img/Laptop/Asus/asus-vivobook-s16-oled-s5606ma-mx051w.png
187,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268097/img/Laptop/Asus/laptop-asus-gaming-v16-v3607vu-rp290w-tra-
188,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268097/img/Laptop/Asus/laptop-asus-gaming-v16-v3607vu-rp343w-tra-
189,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268098/img/Laptop/Asus/laptop-asus-gaming-vivobook-16x-k3605vc-rp
190,,,orphan_no_product_no_variant,,129,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268098/img/Laptop/Asus/laptop-asus-gaming-vivobook-16x-k3605zu-rp
191,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268098/img/Laptop/Asus/laptop-asus-tuf-gaming-a15-fa506ncg-hn184w
192,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268098/img/Laptop/Asus/laptop-asus-tuf-gaming-f16-fx607vj-rl034w-
193,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268098/img/Laptop/Asus/laptop-asus-tuf-gaming-f16-fx607vu-rl045w-
194,,,orphan_no_product_no_variant,,124,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268099/img/Laptop/Asus/laptop-asus-tuf-gaming-f16-fx607vu-rl045w.
195,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268099/img/Laptop/Asus/laptop-asus-vivobook-14-m1405naq-ly011w-tr
196,,,orphan_no_product_no_variant,,121,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268099/img/Laptop/Asus/laptop-asus-vivobook-14-x1405va-ly623w.web
198,,,orphan_no_product_no_variant,,121,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268099/img/Laptop/Asus/laptop-asus-vivobook-15-x1502va-bq885w.web
199,,,orphan_no_product_no_variant,,125,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268100/img/Laptop/Asus/laptop-asus-vivobook-go-15-e1504fa-bq1150w
200,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268100/img/Laptop/Asus/laptop-asus-vivobook-s-14-flip-tp3402va-lz
201,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268100/img/Laptop/Asus/laptop-asus-vivobook-s14-s3407qa-sf043ws-t
202,,,orphan_no_product_no_variant,,122,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268100/img/Laptop/Asus/laptop-asus-vivobook-s14-s3407va-ly046w.we
203,,,orphan_no_product_no_variant,,118,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268100/img/Laptop/Asus/laptop-asus-vivobook-x1404va-eb509w.webp
205,,,orphan_no_product_no_variant,,113,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268102/img/Laptop/Dell/dell-inspiron-14-5440-n4i5211w1.png
206,,,orphan_no_product_no_variant,,114,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268102/img/Laptop/Dell/dell-inspiron-14-5440-n4i7204w1.webp
207,,,orphan_no_product_no_variant,,123,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268104/img/Laptop/Dell/dell-inspiron-15-3520-i5-1235u-16gb-512gb.
208,,,orphan_no_product_no_variant,,120,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268103/img/Laptop/Dell/dell-latitude-5540-i7-1365u-16gb-512gb.png
211,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268106/img/Laptop/Dell/laptop-dell-15-dc15255-dc5r5802w1-tra-gop-
212,,,orphan_no_product_no_variant,,153,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268108/img/Laptop/Dell/laptop-dell-inspiron-15-3530-j9xfd-nhap-kh
